,image_id,domain,split,image_path,domain_name
415,n02381460_2016,A,train,trainA/n02381460_2016.jpg,Horse
416,n02381460_1537,A,val,trainA/n02381460_1537.jpg,Horse
417,n02381460_6258,A,train,trainA/n02381460_6258.jpg,Horse
418,n02381460_2758,A,train,trainA/n02381460_2758.jpg,Horse
419,n02381460_7634,A,val,trainA/n02381460_7634.jpg,Horse
420,n02381460_8507,A,val,trainA/n02381460_8507.jpg,Horse
421,n02381460_1523,A,val,trainA/n02381460_1523.jpg,Horse
422,n02381460_979,A,train,trainA/n02381460_979.jpg,Horse
423,n02381460_8088,A,train,trainA/n02381460_8088.jpg,Horse
424,n02381460_4856,A,train,trainA/n02381460_4856.jpg,Horse
425,n02381460_1084,A,train,trainA/n02381460_1084.jpg,Horse
426,n02381460_4117,A,train,trainA/n02381460_4117.jpg,Horse
427,n02381460_24,A,train,trainA/n02381460_24.jpg,Horse
428,n02381460_4665,A,val,trainA/n02381460_4665.jpg,Horse
429,n02381460_4103,A,train,trainA/n02381460_4103.jpg,Horse
430,n02381460_2572,A,train,trainA/n02381460_2572.jpg,Horse
431,n02381460_1053,A,train,trainA/n02381460_1053.jpg,Horse
432,n02381460_1721,A,train,trainA/n02381460_1721.jpg,Horse
433,n02381460_1872,A,train,trainA/n02381460_1872.jpg,Horse
434,n02381460_3903,A,train,trainA/n02381460_3903.jpg,Horse
435,n02381460_1682,A,train,trainA/n02381460_1682.jpg,Horse
436,n02381460_3081,A,train,trainA/n02381460_3081.jpg,Horse
437,n02381460_1696,A,train,trainA/n02381460_1696.jpg,Horse
438,n02381460_5396,A,train,trainA/n02381460_5396.jpg,Horse
439,n02381460_2412,A,train,trainA/n02381460_2412.jpg,Horse
440,n02381460_8659,A,train,trainA/n02381460_8659.jpg,Horse
441,n02381460_2374,A,train,trainA/n02381460_2374.jpg,Horse
442,n02381460_4711,A,train,trainA/n02381460_4711.jpg,Horse
443,n02381460_8895,A,train,trainA/n02381460_8895.jpg,Horse
444,n02381460_1127,A,train,trainA/n02381460_1127.jpg,Horse
445,n02381460_5355,A,train,trainA/n02381460_5355.jpg,Horse
446,n02381460_1494,A,train,trainA/n02381460_1494.jpg,Horse
447,n02381460_616,A,train,trainA/n02381460_616.jpg,Horse
448,n02381460_3283,A,val,trainA/n02381460_3283.jpg,Horse
449,n02381460_825,A,train,trainA/n02381460_825.jpg,Horse
450,n02381460_1319,A,train,trainA/n02381460_1319.jpg,Horse
451,n02381460_6476,A,val,trainA/n02381460_6476.jpg,Horse
452,n02381460_4513,A,train,trainA/n02381460_4513.jpg,Horse
453,n02381460_7754,A,val,trainA/n02381460_7754.jpg,Horse
454,n02381460_1331,A,train,trainA/n02381460_1331.jpg,Horse
455,n02381460_3526,A,train,trainA/n02381460_3526.jpg,Horse
456,n02381460_5156,A,train,trainA/n02381460_5156.jpg,Horse
457,n02381460_3255,A,val,trainA/n02381460_3255.jpg,Horse
458,n02381460_7033,A,val,trainA/n02381460_7033.jpg,Horse
459,n02381460_2605,A,train,trainA/n02381460_2605.jpg,Horse
460,n02381460_5618,A,train,trainA/n02381460_5618.jpg,Horse
461,n02381460_2177,A,train,trainA/n02381460_2177.jpg,Horse
462,n02381460_2822,A,train,trainA/n02381460_2822.jpg,Horse
463,n02381460_5803,A,train,trainA/n02381460_5803.jpg,Horse
464,n02381460_1132,A,train,trainA/n02381460_1132.jpg,Horse
465,n02381460_7231,A,train,trainA/n02381460_7231.jpg,Horse
466,n02381460_2349,A,train,trainA/n02381460_2349.jpg,Horse
467,n02381460_7219,A,train,trainA/n02381460_7219.jpg,Horse
468,n02381460_9234,A,train,trainA/n02381460_9234.jpg,Horse
469,n02381460_398,A,val,trainA/n02381460_398.jpg,Horse
470,n02381460_1683,A,train,trainA/n02381460_1683.jpg,Horse
471,n02381460_3902,A,val,trainA/n02381460_3902.jpg,Horse
472,n02381460_8704,A,train,trainA/n02381460_8704.jpg,Horse
473,n02381460_19,A,train,trainA/n02381460_19.jpg,Horse
474,n02381460_1052,A,train,trainA/n02381460_1052.jpg,Horse
475,n02381460_1734,A,train,trainA/n02381460_1734.jpg,Horse
476,n02381460_1708,A,train,trainA/n02381460_1708.jpg,Horse
477,n02381460_2598,A,train,trainA/n02381460_2598.jpg,Horse
478,n02381460_2995,A,train,trainA/n02381460_2995.jpg,Horse
479,n02381460_3447,A,train,trainA/n02381460_3447.jpg,Horse
480,n02381460_5036,A,train,trainA/n02381460_5036.jpg,Horse
481,n02381460_3309,A,train,trainA/n02381460_3309.jpg,Horse
482,n02381460_788,A,train,trainA/n02381460_788.jpg,Horse
483,n02381460_4472,A,train,trainA/n02381460_4472.jpg,Horse
484,n02381460_777,A,train,trainA/n02381460_777.jpg,Horse
485,n02381460_993,A,train,trainA/n02381460_993.jpg,Horse
486,n02381460_7806,A,train,trainA/n02381460_7806.jpg,Horse
487,n02381460_2968,A,val,trainA/n02381460_2968.jpg,Horse
488,n02381460_6267,A,train,trainA/n02381460_6267.jpg,Horse
489,n02381460_1246,A,train,trainA/n02381460_1246.jpg,Horse
490,n02381460_5034,A,train,trainA/n02381460_5034.jpg,Horse
491,n02381460_1905,A,train,trainA/n02381460_1905.jpg,Horse
492,n02381460_1939,A,train,trainA/n02381460_1939.jpg,Horse
493,n02381460_211,A,train,trainA/n02381460_211.jpg,Horse
494,n02381460_2217,A,train,trainA/n02381460_2217.jpg,Horse
495,n02381460_588,A,train,trainA/n02381460_588.jpg,Horse
496,n02381460_8048,A,train,trainA/n02381460_8048.jpg,Horse
497,n02381460_27,A,train,trainA/n02381460_27.jpg,Horse
498,n02381460_2565,A,train,trainA/n02381460_2565.jpg,Horse
499,n02381460_1044,A,train,trainA/n02381460_1044.jpg,Horse
500,n02381460_1722,A,train,trainA/n02381460_1722.jpg,Horse
501,n02381460_1736,A,train,trainA/n02381460_1736.jpg,Horse
502,n02381460_1865,A,train,trainA/n02381460_1865.jpg,Horse
503,n02381460_3928,A,train,trainA/n02381460_3928.jpg,Horse
504,n02381460_6688,A,train,trainA/n02381460_6688.jpg,Horse
505,n02381460_2411,A,train,trainA/n02381460_2411.jpg,Horse
506,n02381460_629,A,train,trainA/n02381460_629.jpg,Horse
507,n02381460_2834,A,train,trainA/n02381460_2834.jpg,Horse
508,n02381460_601,A,train,trainA/n02381460_601.jpg,Horse
509,n02381460_4276,A,val,trainA/n02381460_4276.jpg,Horse
510,n02381460_2149,A,train,trainA/n02381460_2149.jpg,Horse
511,n02381460_4538,A,train,trainA/n02381460_4538.jpg,Horse
512,n02381460_7756,A,train,trainA/n02381460_7756.jpg,Horse
513,n02381460_2612,A,train,trainA/n02381460_2612.jpg,Horse
514,n02381460_4263,A,train,trainA/n02381460_4263.jpg,Horse
515,n02381460_199,A,val,trainA/n02381460_199.jpg,Horse
516,n02381460_2835,A,train,trainA/n02381460_2835.jpg,Horse
517,n02381460_1482,A,train,trainA/n02381460_1482.jpg,Horse
518,n02381460_7959,A,train,trainA/n02381460_7959.jpg,Horse
519,n02381460_3732,A,train,trainA/n02381460_3732.jpg,Horse
520,n02381460_9223,A,train,trainA/n02381460_9223.jpg,Horse
521,n02381460_7597,A,train,trainA/n02381460_7597.jpg,Horse
522,n02381460_358,A,train,trainA/n02381460_358.jpg,Horse
523,n02381460_5551,A,val,trainA/n02381460_5551.jpg,Horse
524,n02381460_1051,A,val,trainA/n02381460_1051.jpg,Horse
525,n02381460_1045,A,val,trainA/n02381460_1045.jpg,Horse
526,n02381460_5545,A,train,trainA/n02381460_5545.jpg,Horse
527,n02381460_2564,A,train,trainA/n02381460_2564.jpg,Horse
528,n02381460_3108,A,train,trainA/n02381460_3108.jpg,Horse
529,n02381460_3685,A,train,trainA/n02381460_3685.jpg,Horse
530,n02381460_3861,A,train,trainA/n02381460_3861.jpg,Horse
531,n02381460_238,A,train,trainA/n02381460_238.jpg,Horse
532,n02381460_3875,A,train,trainA/n02381460_3875.jpg,Horse
533,n02381460_1904,A,train,trainA/n02381460_1904.jpg,Horse
534,n02381460_7622,A,train,trainA/n02381460_7622.jpg,Horse
535,n02381460_8277,A,val,trainA/n02381460_8277.jpg,Horse
536,n02381460_1521,A,val,trainA/n02381460_1521.jpg,Horse
537,n02381460_3336,A,train,trainA/n02381460_3336.jpg,Horse
538,n02381460_1247,A,val,trainA/n02381460_1247.jpg,Horse
539,n02381460_7178,A,train,trainA/n02381460_7178.jpg,Horse
540,n02381460_1509,A,train,trainA/n02381460_1509.jpg,Horse
541,n02381460_2014,A,train,trainA/n02381460_2014.jpg,Horse
542,n02381460_4465,A,val,trainA/n02381460_4465.jpg,Horse
543,n02381460_2799,A,val,trainA/n02381460_2799.jpg,Horse
544,n02381460_6294,A,train,trainA/n02381460_6294.jpg,Horse
545,n02381460_4483,A,train,trainA/n02381460_4483.jpg,Horse
546,n02381460_4497,A,val,trainA/n02381460_4497.jpg,Horse
547,n02381460_5951,A,train,trainA/n02381460_5951.jpg,Horse
548,n02381460_7613,A,train,trainA/n02381460_7613.jpg,Horse
549,n02381460_1262,A,val,trainA/n02381460_1262.jpg,Horse
550,n02381460_2019,A,train,trainA/n02381460_2019.jpg,Horse
551,n02381460_1276,A,val,trainA/n02381460_1276.jpg,Horse
552,n02381460_3449,A,train,trainA/n02381460_3449.jpg,Horse
553,n02381460_976,A,train,trainA/n02381460_976.jpg,Horse
554,n02381460_235,A,train,trainA/n02381460_235.jpg,Horse
555,n02381460_1909,A,train,trainA/n02381460_1909.jpg,Horse
556,n02381460_553,A,train,trainA/n02381460_553.jpg,Horse
557,n02381460_1921,A,train,trainA/n02381460_1921.jpg,Horse
558,n02381460_2596,A,train,trainA/n02381460_2596.jpg,Horse
559,n02381460_4695,A,train,trainA/n02381460_4695.jpg,Horse
560,n02381460_584,A,train,trainA/n02381460_584.jpg,Horse
561,n02381460_4118,A,train,trainA/n02381460_4118.jpg,Horse
562,n02381460_1074,A,train,trainA/n02381460_1074.jpg,Horse
563,n02381460_4642,A,train,trainA/n02381460_4642.jpg,Horse
564,n02381460_2555,A,train,trainA/n02381460_2555.jpg,Horse
565,n02381460_1048,A,val,trainA/n02381460_1048.jpg,Horse
566,n02381460_1855,A,train,trainA/n02381460_1855.jpg,Horse
567,n02381460_3924,A,train,trainA/n02381460_3924.jpg,Horse
568,n02381460_3065,A,train,trainA/n02381460_3065.jpg,Horse
569,n02381460_1672,A,train,trainA/n02381460_1672.jpg,Horse
570,n02381460_396,A,train,trainA/n02381460_396.jpg,Horse
571,n02381460_7571,A,train,trainA/n02381460_7571.jpg,Horse
572,n02381460_1666,A,train,trainA/n02381460_1666.jpg,Horse
573,n02381460_2421,A,train,trainA/n02381460_2421.jpg,Horse
574,n02381460_631,A,val,trainA/n02381460_631.jpg,Horse
575,n02381460_5819,A,train,trainA/n02381460_5819.jpg,Horse
576,n02381460_2192,A,train,trainA/n02381460_2192.jpg,Horse
577,n02381460_2179,A,train,trainA/n02381460_2179.jpg,Horse
578,n02381460_1458,A,train,trainA/n02381460_1458.jpg,Horse
579,n02381460_4521,A,train,trainA/n02381460_4521.jpg,Horse
580,n02381460_803,A,val,trainA/n02381460_803.jpg,Horse
581,n02381460_195,A,train,trainA/n02381460_195.jpg,Horse
582,n02381460_3299,A,train,trainA/n02381460_3299.jpg,Horse
583,n02381460_624,A,train,trainA/n02381460_624.jpg,Horse
584,n02381460_2811,A,val,trainA/n02381460_2811.jpg,Horse
585,n02381460_4737,A,val,trainA/n02381460_4737.jpg,Horse
586,n02381460_1101,A,train,trainA/n02381460_1101.jpg,Horse
587,n02381460_4079,A,train,trainA/n02381460_4079.jpg,Horse
588,n02381460_3064,A,train,trainA/n02381460_3064.jpg,Horse
589,n02381460_3702,A,train,trainA/n02381460_3702.jpg,Horse
590,n02381460_4086,A,train,trainA/n02381460_4086.jpg,Horse
591,n02381460_4657,A,train,trainA/n02381460_4657.jpg,Horse
592,n02381460_2226,A,train,trainA/n02381460_2226.jpg,Horse
593,n02381460_4125,A,train,trainA/n02381460_4125.jpg,Horse
594,n02381460_1075,A,train,trainA/n02381460_1075.jpg,Horse
595,n02381460_1713,A,train,trainA/n02381460_1713.jpg,Horse
596,n02381460_591,A,train,trainA/n02381460_591.jpg,Horse
597,n02381460_552,A,train,trainA/n02381460_552.jpg,Horse
598,n02381460_1263,A,train,trainA/n02381460_1263.jpg,Horse
599,n02381460_1288,A,train,trainA/n02381460_1288.jpg,Horse
600,n02381460_2795,A,val,trainA/n02381460_2795.jpg,Horse
601,n02381460_5944,A,train,trainA/n02381460_5944.jpg,Horse
602,n02381460_4482,A,val,trainA/n02381460_4482.jpg,Horse
603,n02381460_778,A,train,trainA/n02381460_778.jpg,Horse
604,n02381460_2967,A,val,trainA/n02381460_2967.jpg,Horse
605,n02381460_2783,A,train,trainA/n02381460_2783.jpg,Horse
606,n02381460_4494,A,train,trainA/n02381460_4494.jpg,Horse
607,n02381460_6297,A,train,trainA/n02381460_6297.jpg,Horse
608,n02381460_6268,A,train,trainA/n02381460_6268.jpg,Horse
609,n02381460_1507,A,train,trainA/n02381460_1507.jpg,Horse
610,n02381460_5761,A,val,trainA/n02381460_5761.jpg,Horse
611,n02381460_4331,A,val,trainA/n02381460_4331.jpg,Horse
612,n02381460_1249,A,train,trainA/n02381460_1249.jpg,Horse
613,n02381460_2032,A,train,trainA/n02381460_2032.jpg,Horse
614,n02381460_9167,A,train,trainA/n02381460_9167.jpg,Horse
615,n02381460_2754,A,train,trainA/n02381460_2754.jpg,Horse
616,n02381460_236,A,train,trainA/n02381460_236.jpg,Horse
617,n02381460_222,A,train,trainA/n02381460_222.jpg,Horse
618,n02381460_2581,A,train,trainA/n02381460_2581.jpg,Horse
619,n02381460_1711,A,train,trainA/n02381460_1711.jpg,Horse
620,n02381460_8735,A,train,trainA/n02381460_8735.jpg,Horse
621,n02381460_1063,A,train,trainA/n02381460_1063.jpg,Horse
622,n02381460_7412,A,val,trainA/n02381460_7412.jpg,Horse
623,n02381460_14,A,train,trainA/n02381460_14.jpg,Horse
624,n02381460_7348,A,train,trainA/n02381460_7348.jpg,Horse
625,n02381460_424,A,train,trainA/n02381460_424.jpg,Horse
626,n02381460_4084,A,train,trainA/n02381460_4084.jpg,Horse
627,n02381460_1856,A,train,trainA/n02381460_1856.jpg,Horse
628,n02381460_1665,A,train,trainA/n02381460_1665.jpg,Horse
629,n02381460_381,A,train,trainA/n02381460_381.jpg,Horse
630,n02381460_395,A,train,trainA/n02381460_395.jpg,Horse
631,n02381460_3066,A,train,trainA/n02381460_3066.jpg,Horse
632,n02381460_4053,A,val,trainA/n02381460_4053.jpg,Horse
633,n02381460_1498,A,train,trainA/n02381460_1498.jpg,Horse
634,n02381460_5167,A,train,trainA/n02381460_5167.jpg,Horse
635,n02381460_5601,A,train,trainA/n02381460_5601.jpg,Horse
636,n02381460_8325,A,val,trainA/n02381460_8325.jpg,Horse
637,n02381460_2152,A,val,trainA/n02381460_2152.jpg,Horse
638,n02381460_4523,A,train,trainA/n02381460_4523.jpg,Horse
639,n02381460_4251,A,train,trainA/n02381460_4251.jpg,Horse
640,n02381460_4536,A,train,trainA/n02381460_4536.jpg,Horse
641,n02381460_2635,A,train,trainA/n02381460_2635.jpg,Horse
642,n02381460_6335,A,train,trainA/n02381460_6335.jpg,Horse
643,n02381460_3265,A,train,trainA/n02381460_3265.jpg,Horse
644,n02381460_196,A,train,trainA/n02381460_196.jpg,Horse
645,n02381460_182,A,train,trainA/n02381460_182.jpg,Horse
646,n02381460_7942,A,train,trainA/n02381460_7942.jpg,Horse
647,n02381460_2806,A,train,trainA/n02381460_2806.jpg,Horse
648,n02381460_155,A,val,trainA/n02381460_155.jpg,Horse
649,n02381460_627,A,train,trainA/n02381460_627.jpg,Horse
650,n02381460_8668,A,train,trainA/n02381460_8668.jpg,Horse
651,n02381460_1658,A,train,trainA/n02381460_1658.jpg,Horse
652,n02381460_394,A,val,trainA/n02381460_394.jpg,Horse
653,n02381460_419,A,train,trainA/n02381460_419.jpg,Horse
654,n02381460_357,A,val,trainA/n02381460_357.jpg,Horse
655,n02381460_6876,A,train,trainA/n02381460_6876.jpg,Horse
656,n02381460_2225,A,val,trainA/n02381460_2225.jpg,Horse
657,n02381460_8708,A,train,trainA/n02381460_8708.jpg,Horse
658,n02381460_3113,A,train,trainA/n02381460_3113.jpg,Horse
659,n02381460_4668,A,train,trainA/n02381460_4668.jpg,Horse
660,n02381460_3107,A,train,trainA/n02381460_3107.jpg,Horse
661,n02381460_8052,A,val,trainA/n02381460_8052.jpg,Horse
662,n02381460_3661,A,train,trainA/n02381460_3661.jpg,Horse
663,n02381460_2594,A,train,trainA/n02381460_2594.jpg,Horse
664,n02381460_1937,A,train,trainA/n02381460_1937.jpg,Horse
665,n02381460_223,A,train,trainA/n02381460_223.jpg,Horse
666,n02381460_545,A,train,trainA/n02381460_545.jpg,Horse
667,n02381460_4324,A,train,trainA/n02381460_4324.jpg,Horse
668,n02381460_2755,A,train,trainA/n02381460_2755.jpg,Horse
669,n02381460_2741,A,val,trainA/n02381460_2741.jpg,Horse
670,n02381460_2027,A,val,trainA/n02381460_2027.jpg,Horse
671,n02381460_4456,A,train,trainA/n02381460_4456.jpg,Horse
672,n02381460_784,A,train,trainA/n02381460_784.jpg,Horse
673,n02381460_1506,A,train,trainA/n02381460_1506.jpg,Horse
674,n02381460_948,A,train,trainA/n02381460_948.jpg,Horse
675,n02381460_2796,A,train,trainA/n02381460_2796.jpg,Horse
676,n02381460_747,A,train,trainA/n02381460_747.jpg,Horse
677,n02381460_4491,A,val,trainA/n02381460_4491.jpg,Horse
678,n02381460_757,A,val,trainA/n02381460_757.jpg,Horse
679,n02381460_743,A,train,trainA/n02381460_743.jpg,Horse
680,n02381460_2023,A,train,trainA/n02381460_2023.jpg,Horse
681,n02381460_1258,A,train,trainA/n02381460_1258.jpg,Horse
682,n02381460_2751,A,train,trainA/n02381460_2751.jpg,Horse
683,n02381460_3329,A,val,trainA/n02381460_3329.jpg,Horse
684,n02381460_4446,A,val,trainA/n02381460_4446.jpg,Horse
685,n02381460_2779,A,train,trainA/n02381460_2779.jpg,Horse
686,n02381460_3315,A,train,trainA/n02381460_3315.jpg,Horse
687,n02381460_3842,A,val,trainA/n02381460_3842.jpg,Horse
688,n02381460_4687,A,train,trainA/n02381460_4687.jpg,Horse
689,n02381460_8903,A,train,trainA/n02381460_8903.jpg,Horse
690,n02381460_541,A,train,trainA/n02381460_541.jpg,Horse
691,n02381460_6721,A,train,trainA/n02381460_6721.jpg,Horse
692,n02381460_3659,A,val,trainA/n02381460_3659.jpg,Horse
693,n02381460_4136,A,val,trainA/n02381460_4136.jpg,Horse
694,n02381460_11,A,train,trainA/n02381460_11.jpg,Horse
695,n02381460_8718,A,val,trainA/n02381460_8718.jpg,Horse
696,n02381460_5214,A,train,trainA/n02381460_5214.jpg,Horse
697,n02381460_596,A,train,trainA/n02381460_596.jpg,Horse
698,n02381460_582,A,train,trainA/n02381460_582.jpg,Horse
699,n02381460_4081,A,val,trainA/n02381460_4081.jpg,Horse
700,n02381460_1847,A,train,trainA/n02381460_1847.jpg,Horse
701,n02381460_8877,A,val,trainA/n02381460_8877.jpg,Horse
702,n02381460_421,A,train,trainA/n02381460_421.jpg,Horse
703,n02381460_4917,A,train,trainA/n02381460_4917.jpg,Horse
704,n02381460_2433,A,train,trainA/n02381460_2433.jpg,Horse
705,n02381460_1648,A,train,trainA/n02381460_1648.jpg,Horse
706,n02381460_2341,A,train,trainA/n02381460_2341.jpg,Horse
707,n02381460_384,A,train,trainA/n02381460_384.jpg,Horse
708,n02381460_1106,A,val,trainA/n02381460_1106.jpg,Horse
709,n02381460_5406,A,train,trainA/n02381460_5406.jpg,Horse
710,n02381460_1674,A,train,trainA/n02381460_1674.jpg,Horse
711,n02381460_5374,A,val,trainA/n02381460_5374.jpg,Horse
712,n02381460_1489,A,train,trainA/n02381460_1489.jpg,Horse
713,n02381460_2802,A,train,trainA/n02381460_2802.jpg,Horse
714,n02381460_804,A,train,trainA/n02381460_804.jpg,Horse
715,n02381460_1338,A,val,trainA/n02381460_1338.jpg,Horse
716,n02381460_186,A,train,trainA/n02381460_186.jpg,Horse
717,n02381460_3512,A,val,trainA/n02381460_3512.jpg,Horse
718,n02381460_1305,A,train,trainA/n02381460_1305.jpg,Horse
719,n02381460_811,A,train,trainA/n02381460_811.jpg,Horse
720,n02381460_2181,A,val,trainA/n02381460_2181.jpg,Horse
721,n02381460_178,A,train,trainA/n02381460_178.jpg,Horse
722,n02381460_1675,A,val,trainA/n02381460_1675.jpg,Horse
723,n02381460_391,A,train,trainA/n02381460_391.jpg,Horse
724,n02381460_4731,A,train,trainA/n02381460_4731.jpg,Horse
725,n02381460_4916,A,train,trainA/n02381460_4916.jpg,Horse
726,n02381460_6873,A,train,trainA/n02381460_6873.jpg,Horse
727,n02381460_1852,A,train,trainA/n02381460_1852.jpg,Horse
728,n02381460_4094,A,train,trainA/n02381460_4094.jpg,Horse
729,n02381460_8862,A,train,trainA/n02381460_8862.jpg,Horse
730,n02381460_8725,A,val,trainA/n02381460_8725.jpg,Horse
731,n02381460_3664,A,train,trainA/n02381460_3664.jpg,Horse
732,n02381460_4645,A,train,trainA/n02381460_4645.jpg,Horse
733,n02381460_2552,A,train,trainA/n02381460_2552.jpg,Horse
734,n02381460_4123,A,train,trainA/n02381460_4123.jpg,Horse
735,n02381460_3658,A,train,trainA/n02381460_3658.jpg,Horse
736,n02381460_3857,A,train,trainA/n02381460_3857.jpg,Horse
737,n02381460_1098,A,train,trainA/n02381460_1098.jpg,Horse
738,n02381460_8527,A,train,trainA/n02381460_8527.jpg,Horse
739,n02381460_8241,A,train,trainA/n02381460_8241.jpg,Horse
740,n02381460_5771,A,train,trainA/n02381460_5771.jpg,Horse
741,n02381460_3466,A,train,trainA/n02381460_3466.jpg,Horse
742,n02381460_4447,A,train,trainA/n02381460_4447.jpg,Horse
743,n02381460_4453,A,val,trainA/n02381460_4453.jpg,Horse
744,n02381460_971,A,val,trainA/n02381460_971.jpg,Horse
745,n02381460_742,A,val,trainA/n02381460_742.jpg,Horse
746,n02381460_2793,A,train,trainA/n02381460_2793.jpg,Horse
747,n02381460_998,A,train,trainA/n02381460_998.jpg,Horse
748,n02381460_754,A,train,trainA/n02381460_754.jpg,Horse
749,n02381460_5983,A,train,trainA/n02381460_5983.jpg,Horse
750,n02381460_6252,A,train,trainA/n02381460_6252.jpg,Horse
751,n02381460_967,A,train,trainA/n02381460_967.jpg,Horse
752,n02381460_5029,A,train,trainA/n02381460_5029.jpg,Horse
753,n02381460_1501,A,train,trainA/n02381460_1501.jpg,Horse
754,n02381460_1267,A,train,trainA/n02381460_1267.jpg,Horse
755,n02381460_2222,A,train,trainA/n02381460_2222.jpg,Horse
756,n02381460_5203,A,train,trainA/n02381460_5203.jpg,Horse
757,n02381460_1703,A,train,trainA/n02381460_1703.jpg,Horse
758,n02381460_595,A,train,trainA/n02381460_595.jpg,Horse
759,n02381460_2578,A,train,trainA/n02381460_2578.jpg,Horse
760,n02381460_4096,A,train,trainA/n02381460_4096.jpg,Horse
761,n02381460_4928,A,train,trainA/n02381460_4928.jpg,Horse
762,n02381460_3935,A,val,trainA/n02381460_3935.jpg,Horse
763,n02381460_422,A,train,trainA/n02381460_422.jpg,Horse
764,n02381460_4055,A,train,trainA/n02381460_4055.jpg,Horse
765,n02381460_7548,A,train,trainA/n02381460_7548.jpg,Horse
766,n02381460_393,A,train,trainA/n02381460_393.jpg,Horse
767,n02381460_5411,A,train,trainA/n02381460_5411.jpg,Horse
768,n02381460_3712,A,val,trainA/n02381460_3712.jpg,Horse
769,n02381460_1105,A,train,trainA/n02381460_1105.jpg,Horse
770,n02381460_4294,A,val,trainA/n02381460_4294.jpg,Horse
771,n02381460_2632,A,val,trainA/n02381460_2632.jpg,Horse
772,n02381460_8479,A,train,trainA/n02381460_8479.jpg,Horse
773,n02381460_807,A,val,trainA/n02381460_807.jpg,Horse
774,n02381460_1307,A,train,trainA/n02381460_1307.jpg,Horse
775,n02381460_5607,A,train,trainA/n02381460_5607.jpg,Horse
776,n02381460_4242,A,train,trainA/n02381460_4242.jpg,Horse
777,n02381460_2141,A,val,trainA/n02381460_2141.jpg,Horse
778,n02381460_2627,A,train,trainA/n02381460_2627.jpg,Horse
779,n02381460_6441,A,train,trainA/n02381460_6441.jpg,Horse
780,n02381460_153,A,train,trainA/n02381460_153.jpg,Horse
781,n02381460_3075,A,train,trainA/n02381460_3075.jpg,Horse
782,n02381460_386,A,train,trainA/n02381460_386.jpg,Horse
783,n02381460_3707,A,train,trainA/n02381460_3707.jpg,Horse
784,n02381460_2419,A,train,trainA/n02381460_2419.jpg,Horse
785,n02381460_4726,A,train,trainA/n02381460_4726.jpg,Horse
786,n02381460_2425,A,train,trainA/n02381460_2425.jpg,Horse
787,n02381460_437,A,train,trainA/n02381460_437.jpg,Horse
788,n02381460_594,A,val,trainA/n02381460_594.jpg,Horse
789,n02381460_3115,A,train,trainA/n02381460_3115.jpg,Horse
790,n02381460_2223,A,train,trainA/n02381460_2223.jpg,Horse
791,n02381460_1058,A,val,trainA/n02381460_1058.jpg,Horse
792,n02381460_3897,A,val,trainA/n02381460_3897.jpg,Horse
793,n02381460_5558,A,train,trainA/n02381460_5558.jpg,Horse
794,n02381460_543,A,val,trainA/n02381460_543.jpg,Horse
795,n02381460_7398,A,train,trainA/n02381460_7398.jpg,Horse
796,n02381460_3854,A,train,trainA/n02381460_3854.jpg,Horse
797,n02381460_7165,A,train,trainA/n02381460_7165.jpg,Horse
798,n02381460_782,A,val,trainA/n02381460_782.jpg,Horse
799,n02381460_1266,A,train,trainA/n02381460_1266.jpg,Horse
800,n02381460_2753,A,train,trainA/n02381460_2753.jpg,Horse
801,n02381460_755,A,val,trainA/n02381460_755.jpg,Horse
802,n02381460_2,A,train,trainA/n02381460_2.jpg,Horse
803,n02381460_769,A,val,trainA/n02381460_769.jpg,Horse
804,n02381460_4493,A,train,trainA/n02381460_4493.jpg,Horse
805,n02381460_726,A,train,trainA/n02381460_726.jpg,Horse
806,n02381460_732,A,train,trainA/n02381460_732.jpg,Horse
807,n02381460_2091,A,train,trainA/n02381460_2091.jpg,Horse
808,n02381460_2085,A,train,trainA/n02381460_2085.jpg,Horse
809,n02381460_1567,A,train,trainA/n02381460_1567.jpg,Horse
810,n02381460_2708,A,train,trainA/n02381460_2708.jpg,Horse
811,n02381460_1573,A,train,trainA/n02381460_1573.jpg,Horse
812,n02381460_901,A,val,trainA/n02381460_901.jpg,Horse
813,n02381460_3358,A,train,trainA/n02381460_3358.jpg,Horse
814,n02381460_5729,A,train,trainA/n02381460_5729.jpg,Horse
815,n02381460_242,A,train,trainA/n02381460_242.jpg,Horse
816,n02381460_518,A,train,trainA/n02381460_518.jpg,Horse
817,n02381460_3827,A,train,trainA/n02381460_3827.jpg,Horse
818,n02381460_5265,A,train,trainA/n02381460_5265.jpg,Horse
819,n02381460_1003,A,train,trainA/n02381460_1003.jpg,Horse
820,n02381460_4621,A,train,trainA/n02381460_4621.jpg,Horse
821,n02381460_1981,A,val,trainA/n02381460_1981.jpg,Horse
822,n02381460_1995,A,train,trainA/n02381460_1995.jpg,Horse
823,n02381460_4153,A,train,trainA/n02381460_4153.jpg,Horse
824,n02381460_8769,A,train,trainA/n02381460_8769.jpg,Horse
825,n02381460_322,A,train,trainA/n02381460_322.jpg,Horse
826,n02381460_8812,A,train,trainA/n02381460_8812.jpg,Horse
827,n02381460_8153,A,train,trainA/n02381460_8153.jpg,Horse
828,n02381460_4769,A,train,trainA/n02381460_4769.jpg,Horse
829,n02381460_7512,A,train,trainA/n02381460_7512.jpg,Horse
830,n02381460_3984,A,train,trainA/n02381460_3984.jpg,Horse
